393,ETIKETE, ,KOM,0.00,0.00,0,0
394,ETIKETE,,KOM,50.00,0.00,0,0
395,PERLICE, ,KOM,0.00,0.00,0,0
396,PERLICE, ,KOM,0.00,0.00,0,0
397,PERLICE, ,KOM,0.00,0.00,0,0
398,PERLICA LANAC, ,KOM,0.00,0.00,0,0
399,BRATELE, ,KOM,0.00,0.00,0,0
400,KOPCE, ,KOM,0.00,0.00,0,0
401,KOPCE,,KOM,120.00,0.00,8,8
402,ETIKETE, ,KOM,0.00,0.00,0,0
403,M.KRATAK RUKAV, ,KOM,0.00,0.00,0,0
404,DEC.MAJICA 8-10, ,KOM,0.00,0.00,0,0
405,DEC.MUSKA MAJICA 8-10, ,KOM,0.00,0.00,0,0
406,HALJINA, ,KOM,0.00,0.00,0,0
407,ZENSKA SPAVACICA 205031            , ,KOM,1030.00,0.00,0,0
408,MAJICA FLOWERS 12-14, ,KOM,0.00,0.00,0,0
409,ZENS.SLIP CIPKA, ,KOM,0.00,0.00,0,0
410,GR. TRAKA 11MM, ,M,0.00,0.00,0,0
411,GL LASTIS 1200,,KOM,1.00,0.00,26.3,26.3
412,GR LASTIS 750, ,M,0.00,0.00,0,0
413,GR BRETELE, ,PAR,0.00,0.00,0,0
414,DEC.MUS.SLIP 4-6, ,KOM,0.00,0.00,0,0
415,DEC.MUS.SLIP 8-10, ,KOM,0.00,0.00,0,0
416,ALKE, ,MET,0.00,0.00,0,0
417,ELASTICNI SNJUR, ,MET,0.00,0.00,0,0
418,ZIHENADLE VECE, ,KOM,0.00,0.00,0,0
419,ZIHENADLE,,KOM,3.00,0.00,0,0
420,LASTIH 3MM,,KOM,1.00,0.00,15,15
421,PAMUCNI SNJUR, ,MET,0.00,0.00,0,0
422,ZEN.SPAVACICA, ,KOM,0.00,0.00,0,0
423,BODY SLIM H HOP 35%,,KOM,505.00,0.00,3,3
424,HEKLICA MET., ,KOM,0.00,0.00,0,0
425,SALVAPIEDEMICROFIBRA Z.NAZUVICE, ,KOM,0.00,0.00,0,0
426,MAKAZE, ,KOM,0.00,0.00,0,0
427,DEC.ZEN.SLIP 4-6, ,KOM,200.00,0.00,0,0
